,sentiment_polarity,sentiment_polarity,sentiment_polarity,sentiment_polarity,sentiment_subjectivity,sentiment_subjectivity,sentiment_category
525025695425380352,0.17714285714285713,0.26680268639837146,0.0,0.6,0.3071428571428571,0.4514715169445852,"{'neutral': 3, 'positive': 2}"
525025806079504385,-0.0031065088757396423,0.1568650038781566,-0.375,0.325,0.20931130834976988,0.2989618645012111,"{'neutral': 16, 'negative': 5, 'positive': 5}"
525026031833718785,0.04999999999999999,0.403732584763727,-0.4,0.5,0.48333333333333334,0.2994439290863427,"{'positive': 3, 'negative': 2, 'neutral': 1}"
525026066944262144,0.0,0.0,0.0,0.0,0.0,0.0,{'neutral': 6}
525026219100995584,-0.05412698412698413,0.30386644032379034,-1.0,0.5,0.3384404761904761,0.4140493281049764,"{'neutral': 13, 'negative': 7, 'positive': 5}"
525026592788348929,0.10126050420168067,0.29201675739240124,-0.25833333333333336,0.8,0.4216386554621849,0.3432687662435243,"{'positive': 7, 'neutral': 6, 'negative': 4}"
525026715123601408,-0.13173076923076923,0.1924763246655311,-0.4,0.2,0.1967948717948718,0.2625537334964493,"{'negative': 6, 'neutral': 5, 'positive': 1}"
525026947307700225,0.17037037037037037,0.3034269289871417,-0.16666666666666666,0.8,0.32962962962962966,0.4257165346815115,"{'neutral': 4, 'positive': 4, 'negative': 1}"
525026973459165184,-0.08994987468671678,0.31299634886857747,-1.0,0.26,0.22157894736842104,0.33310430728551643,"{'neutral': 10, 'negative': 5, 'positive': 4}"
525027116287811584,-0.35,0.21213203435596428,-0.5,-0.2,0.5,0.7071067811865476,{'negative': 2}
525027317551079424,0.005681818181818181,0.17336902313221408,-0.2,0.5,0.1106060606060606,0.2163432636194125,"{'neutral': 9, 'negative': 2, 'positive': 1}"
525027539845410816,0.041005291005291,0.18800837411146776,-0.16666666666666666,0.7,0.2387377173091459,0.3675285015974905,"{'neutral': 16, 'positive': 3, 'negative': 2}"
525027651908800512,0.000971019721019715,0.324497314518856,-0.65,0.7,0.31758056758056763,0.3598310903913365,"{'neutral': 14, 'negative': 10, 'positive': 9}"
525027873867198465,0.15425170068027214,0.3264885797068197,-0.17857142857142858,0.8,0.27653061224489794,0.31460249959312614,"{'positive': 3, 'neutral': 3, 'negative': 1}"
525027958835408896,0.2048941798941799,0.23976151215416217,0.0,0.5,0.330026455026455,0.2456373068467719,"{'positive': 2, 'neutral': 2}"
525028171549523971,-0.0609375,0.27780024615327564,-1.0,0.4166666666666667,0.23584490740740743,0.3343193296689207,"{'neutral': 21, 'negative': 11, 'positive': 8}"
525028522361114625,-0.08157894736842104,0.3624609275171714,-0.75,0.8,0.29342105263157897,0.3574448389129392,"{'negative': 10, 'neutral': 5, 'positive': 4}"
525028734991343617,0.016666666666666663,0.28577380332470415,-0.4,0.5,0.17500000000000002,0.2715695122800054,"{'neutral': 4, 'positive': 1, 'negative': 1}"
525028955049320448,-0.13001443001443003,0.3067078436271701,-1.0,0.5,0.44603174603174606,0.33428633609131336,"{'negative': 11, 'neutral': 6, 'positive': 4}"
525029016001318913,-0.020519061791383224,0.26109698855260594,-0.5,0.7,0.38659651360544217,0.37334404970391033,"{'neutral': 26, 'negative': 20, 'positive': 10}"
525029232691650561,0.19583333333333333,0.4417059730937161,-0.5,0.675,0.5,0.41472882706655445,"{'positive': 3, 'neutral': 2, 'negative': 1}"
525029433632366592,-0.06666666666666667,0.11547005383792516,-0.2,0.0,0.0,0.0,"{'neutral': 2, 'negative': 1}"
525029913230053377,-0.22777777777777775,0.1348867838019887,-0.5,0.0,0.16666666666666666,0.3535533905932738,"{'negative': 8, 'neutral': 1}"
525029954908860417,-0.02250000000000001,0.28719122752895965,-0.9,0.7,0.2710416666666667,0.33235458005865504,"{'neutral': 10, 'positive': 5, 'negative': 5}"
525030117014507523,0.0029166666666666603,0.41957994693662976,-1.0,0.8,0.4633333333333334,0.4161435312443187,"{'positive': 8, 'negative': 7, 'neutral': 5}"
525030165190303744,0.030000000000000006,0.0670820393249937,0.0,0.15000000000000002,0.2,0.447213595499958,"{'neutral': 4, 'positive': 1}"
525030331775463424,0.1763558201058201,0.33227890712373176,-0.3125,0.7,0.5070436507936508,0.2691888632269395,"{'positive': 4, 'negative': 1, 'neutral': 1}"
525030416261337089,-0.06666666666666667,0.11547005383792516,-0.2,0.0,0.0,0.0,"{'neutral': 2, 'negative': 1}"
525030696738652160,0.008859649122807019,0.3550830422050572,-0.625,0.8,0.34350877192982454,0.37737474200909726,"{'neutral': 8, 'negative': 7, 'positive': 4}"
525030963781595136,-0.11683333333333333,0.20537523729806884,-0.5,0.26,0.26983333333333337,0.38341564851191134,"{'negative': 7, 'neutral': 7, 'positive': 1}"
525031558949134336,0.0507041847041847,0.3594969992127564,-0.9,0.8,0.38172277193705767,0.3602920176143812,"{'neutral': 15, 'positive': 14, 'negative': 6}"
525031610136014848,0.3288095238095238,0.3480581392722216,0.0,1.0,0.39672619047619045,0.3997117641758562,"{'positive': 12, 'neutral': 8}"
525031823504850944,0.14444444444444446,0.24176678525218978,0.0,0.7,0.2240740740740741,0.3330582478836879,"{'neutral': 8, 'positive': 4}"
525032458417610752,-0.27142857142857146,0.2214669705568283,-0.4,0.1,0.4142857142857143,0.2609506430251478,"{'negative': 5, 'neutral': 1, 'positive': 1}"
525032520124207104,0.10988095238095238,0.18241659264997678,-0.05714285714285716,0.55,0.2725170068027211,0.22877502978542125,"{'neutral': 7, 'positive': 6, 'negative': 1}"
525032872647065600,-0.015208333333333334,0.4217880260141211,-1.0,0.5,0.3832638888888889,0.4029454248804653,"{'neutral': 8, 'positive': 5, 'negative': 3}"
525033278555033601,-0.0008184523809523825,0.15227013650746415,-0.4,0.5,0.1962797619047619,0.27969555411355346,"{'neutral': 18, 'negative': 5, 'positive': 5}"
525033357722550272,0.16875,0.16677080080157916,0.0,0.4,0.3890625,0.3480454031855204,"{'positive': 5, 'neutral': 3}"
525033443076628480,0.06994949494949494,0.2181743065953491,-0.15555555555555556,0.5,0.23762626262626263,0.3732228747727657,"{'neutral': 7, 'negative': 2, 'positive': 2}"
525033625788907520,0.04665750915750915,0.3004071329622919,-0.8,0.5,0.271443833943834,0.3269834092376276,"{'neutral': 7, 'positive': 5, 'negative': 1}"
525033697045925888,-0.11000000000000001,0.3248076353782343,-0.5,0.25,0.5266666666666666,0.41659999466581316,"{'positive': 2, 'negative': 2, 'neutral': 1}"
525033778637721600,0.018251463043129707,0.27629033710691453,-0.8,0.8,0.28844246031746035,0.32529771829551846,"{'neutral': 57, 'positive': 28, 'negative': 23}"
525034332474601472,0.02875,0.09280355596635294,-0.1,0.2,0.225,0.3955105199973465,"{'neutral': 5, 'positive': 2, 'negative': 1}"
525034457086959616,0.32731481481481484,0.18557005723439143,0.0,0.42083333333333334,0.5217592592592593,0.29580969519541606,"{'positive': 7, 'neutral': 2}"
525034687245582337,0.08333333333333333,0.19578900207451216,-0.04999999999999999,0.5,0.19583333333333333,0.2580154446868825,"{'neutral': 9, 'positive': 3}"
525035552643751936,-0.10340909090909091,0.47550719622726195,-0.5,0.45,0.75,0.28867513459481287,"{'positive': 2, 'negative': 2}"
525035564014526464,0.010966336295283664,0.22669064053437982,-0.6,0.42857142857142855,0.3244761208576998,0.3148809879322958,"{'neutral': 8, 'positive': 6, 'negative': 5}"
525035832336736257,-0.08020833333333334,0.25458624706957306,-0.5,0.5,0.3434027777777778,0.3444796358081737,"{'neutral': 6, 'negative': 5, 'positive': 1}"
525036180379676673,0.08253105590062113,0.20193846527013554,-0.3333333333333333,0.5,0.21218081435472738,0.29898243357236515,"{'neutral': 15, 'positive': 6, 'negative': 2}"
525036214286815232,0.045714285714285714,0.15846092245591098,-0.3333333333333333,0.4366666666666667,0.2170021645021645,0.3076177897369285,"{'neutral': 16, 'positive': 5, 'negative': 1}"
525036240848945152,0.053921568627450976,0.14307260828624768,0.0,0.5,0.1480392156862745,0.32542079345127517,"{'neutral': 14, 'positive': 3}"
525036393983381504,-0.07016333103289626,0.3381076858849343,-1.0,0.6,0.3013745111571199,0.37541814342419383,"{'negative': 10, 'neutral': 7, 'positive': 6}"
525036457732231169,0.125,0.5824823725107175,-0.75,0.8,0.626875,0.418832880923713,"{'positive': 4, 'negative': 2, 'neutral': 2}"
525037540508594176,0.022727272727272724,0.032141217326661246,0.0,0.04545454545454545,0.16666666666666666,0.23570226039551584,{'neutral': 2}
525037656820826112,0.07402882205513783,0.43231878781985045,-0.75,0.7000000000000001,0.5558270676691729,0.4210814668397674,"{'positive': 8, 'neutral': 6, 'negative': 5}"
525038096086499328,-0.109375,0.24098322901535424,-0.75,0.0,0.1875,0.4031128874149275,"{'neutral': 13, 'negative': 3}"
525038296921960449,0.16938775510204082,0.41283571895064275,-0.6999999999999998,0.8,0.46267006802721083,0.3005045495312071,"{'positive': 8, 'neutral': 4, 'negative': 2}"
525038517844709376,-0.25,0.3872983346207417,-0.75,0.0,0.25,0.3872983346207417,"{'neutral': 4, 'negative': 2}"
525039002307424256,-0.19083333333333335,0.25390085323774275,-0.65,0.5,0.33458333333333334,0.4399152214311112,"{'negative': 14, 'neutral': 5, 'positive': 1}"
525039208139087872,-0.2,,-0.2,-0.2,0.4,,{'negative': 1}
525039242771464193,0.11470588235294117,0.20311227335696702,-0.125,0.5,0.2607843137254902,0.3489165361272041,"{'neutral': 10, 'positive': 6, 'negative': 1}"
525039686931075072,0.17777777777777778,0.3492054473292827,-0.2,0.8,0.3055555555555556,0.26977356760397747,"{'positive': 4, 'neutral': 3, 'negative': 2}"
525039876366798849,0.21883680555555557,0.40164753802985687,-0.15555555555555556,1.0,0.3298611111111111,0.4367886002462915,"{'neutral': 4, 'positive': 3, 'negative': 1}"
525040097272819712,-0.049582331248997906,0.30414066106241133,-0.7142857142857143,0.6083333333333334,0.42877570346320343,0.30742691576118897,"{'negative': 13, 'neutral': 12, 'positive': 11}"
525040252948189186,0.060654761904761906,0.15207085889026162,-0.2,0.5,0.21347222222222223,0.326352335525483,"{'neutral': 20, 'positive': 8, 'negative': 2}"
525040408653754368,0.03854166666666667,0.16984772034402051,-0.2875,0.45,0.15520833333333334,0.2797857506876982,"{'neutral': 8, 'positive': 3, 'negative': 1}"
525040492388823041,0.1044973544973545,0.3522057336426873,-1.0,0.5,0.39276895943562606,0.3737822043427428,"{'positive': 9, 'neutral': 7, 'negative': 2}"
525040509937795072,0.0,,0.0,0.0,0.0,,{'neutral': 1}
525040545870385153,-0.05269607843137254,0.4051666676748856,-1.0,0.8,0.391421568627451,0.4565791967539659,"{'neutral': 10, 'negative': 4, 'positive': 3}"
525040767317082113,0.08125,0.09544304584410537,0.0,0.2,0.45625,0.3442155937780855,"{'positive': 3, 'neutral': 3}"
525041091507388416,-0.21036113009797222,0.2560481025943339,-0.65,0.2857142857142857,0.40538847117794485,0.4259669480514179,"{'negative': 11, 'neutral': 7, 'positive': 1}"
525041399344168961,0.007142857142857141,0.12478553029669974,-0.4,0.3,0.11190476190476191,0.2880558808220906,"{'neutral': 18, 'positive': 2, 'negative': 1}"
525041601890881536,0.012213275613275613,0.17164747518334106,-0.30714285714285716,0.5,0.25679134199134196,0.2576256089274324,"{'neutral': 13, 'positive': 7, 'negative': 5}"
525042177643016192,0.07317028985507246,0.3431369428854963,-0.9,0.7,0.4861637336093858,0.32850447759391804,"{'positive': 12, 'neutral': 7, 'negative': 4}"
525044004287971329,0.0382867132867133,0.28043994325267174,-0.6999999999999998,0.525,0.3474358974358974,0.4171023363328944,"{'neutral': 8, 'positive': 4, 'negative': 1}"
525044166519451648,-0.12666666666666668,0.30166682542702367,-1.0,0.5,0.4287654320987654,0.4284547846796212,"{'neutral': 17, 'negative': 11, 'positive': 2}"
525044262648676353,0.00915750915750916,0.2698818471250706,-0.38095238095238093,0.8,0.21886446886446886,0.3460137175910907,"{'neutral': 8, 'negative': 3, 'positive': 2}"
525044678765187072,0.01241258741258741,0.22319137091972088,-0.43333333333333335,0.5,0.35163170163170165,0.3292887433533954,"{'neutral': 6, 'positive': 4, 'negative': 3}"
525044725926330368,-0.09489795918367348,0.36251440476426805,-1.0,0.7,0.361437074829932,0.42830659308014035,"{'neutral': 16, 'negative': 8, 'positive': 4}"
525045145079533568,-0.10677609427609429,0.2601030039035432,-0.8,0.25,0.3078703703703704,0.35821899934082735,"{'neutral': 11, 'negative': 5, 'positive': 2}"
525045203648790528,0.04100529100529101,0.20485975472602713,-0.5,0.43333333333333335,0.18227513227513228,0.2746806172721276,"{'neutral': 14, 'positive': 5, 'negative': 2}"
525045709402148864,-0.024521072796934863,0.2994870586979607,-1.0,0.5,0.3111111111111111,0.35675949442260146,"{'neutral': 15, 'positive': 8, 'negative': 6}"
525046232209956865,0.08792592592592591,0.2716595343556158,-0.5,0.7,0.25685185185185183,0.3371667434584494,"{'neutral': 14, 'positive': 9, 'negative': 2}"
525046432085327872,-0.1,0.14142135623730953,-0.2,0.0,0.0,0.0,"{'negative': 1, 'neutral': 1}"
525046443103354880,-0.056862231335915545,0.2724199103099188,-0.8,0.52,0.307060106073264,0.35976646856523725,"{'neutral': 31, 'negative': 15, 'positive': 11}"
525046462460477440,-0.09257246376811595,0.29099477947557373,-1.0,0.3,0.31878019323671497,0.39394838934500737,"{'neutral': 14, 'negative': 6, 'positive': 3}"
525047079325155329,-0.0732142857142857,0.12341253891685708,-0.3,0.04999999999999999,0.5821428571428572,0.34239179729827474,"{'neutral': 4, 'negative': 3}"
525047104239333377,-0.11099537037037038,0.16431537316869627,-0.45,0.0,0.2279320987654321,0.30300740245024266,"{'neutral': 5, 'negative': 4}"
525047349757100034,-0.08712121212121213,0.3400850309596532,-0.75,0.5,0.2871212121212121,0.37225595354472835,"{'negative': 5, 'neutral': 4, 'positive': 2}"
525047767325220865,-0.13958333333333334,0.17895821206825538,-0.4,0.037500000000000006,0.30416666666666664,0.3340720980068025,"{'negative': 3, 'neutral': 3}"
525048410831736832,0.010606060606060612,0.31663507785856543,-0.4,0.5,0.38333333333333336,0.29072978781646974,"{'negative': 3, 'positive': 3, 'neutral': 2}"
525048557569454080,-0.0019480519480519487,0.1088335709371331,-0.2,0.13636363636363635,0.1458874458874459,0.1966697683171129,"{'neutral': 4, 'positive': 2, 'negative': 1}"
525048987649576960,-0.07712041045374378,0.1769112630821086,-0.39999999999999997,0.15000000000000002,0.2072310405643739,0.3114442246616663,"{'neutral': 8, 'negative': 3, 'positive': 1}"
525049044201377793,-0.18640350877192985,0.3309312818703271,-0.8,0.4166666666666667,0.4783625730994152,0.31006849511470186,"{'negative': 9, 'neutral': 8, 'positive': 2}"
525049481679892481,0.03749999999999999,0.22867371223353739,-0.2,0.35,0.2,0.4,"{'neutral': 2, 'negative': 1, 'positive': 1}"
525049639016615937,-0.13214285714285715,0.21576621497308038,-0.5,0.0,0.3392857142857143,0.44578048195859593,"{'neutral': 5, 'negative': 2}"
525049831312875521,0.012508503401360544,0.28312695979861474,-0.8571428571428572,0.8,0.31414844509232265,0.3491079215052849,"{'neutral': 25, 'positive': 12, 'negative': 12}"
525050193360613376,-0.01619354256854257,0.15319868823852653,-0.6,0.5,0.18224374699374699,0.2512965549629299,"{'neutral': 39, 'negative': 13, 'positive': 8}"
525050632211021825,0.1441970310391363,0.25071133311269667,-0.125,0.8,0.33064102564102565,0.30928688488868455,"{'neutral': 9, 'positive': 8, 'negative': 2}"
525051210349289472,0.037850829725829725,0.28330280099807476,-0.6,0.8,0.3668877014189514,0.34727506330523467,"{'neutral': 39, 'positive': 25, 'negative': 24}"
525051365195014144,0.13166666666666665,0.31821987506893545,-0.041666666666666706,0.7,0.2,0.28284271247461906,"{'neutral': 4, 'positive': 1}"
525052223030845440,-0.0344812925170068,0.18344195061801336,-0.5,0.3,0.2428996598639456,0.3360591000254011,"{'neutral': 18, 'positive': 5, 'negative': 5}"
525052332116312064,0.07040816326530612,0.15526083886646985,-0.05,0.39285714285714285,0.20969387755102042,0.32959670706791006,"{'neutral': 5, 'positive': 2}"
525052526593601537,-0.03446969696969697,0.2571214241709095,-0.5,0.5,0.3757575757575758,0.28130288503908585,"{'negative': 6, 'neutral': 3, 'positive': 2}"
525052976562712576,0.13253968253968254,0.25420760051032787,-0.5,0.7,0.3148904006046863,0.2685020050289747,"{'positive': 13, 'neutral': 6, 'negative': 2}"
525053517531062272,-0.15312499999999998,0.2339251635520581,-0.6,0.0,0.47291666666666665,0.42028783598786806,"{'neutral': 5, 'negative': 3}"
525055052801515521,0.023571428571428566,0.4874624236928131,-1.0,0.7,0.47857142857142854,0.3755268408027119,"{'positive': 4, 'negative': 3, 'neutral': 3}"
525055273816555520,0.0,,0.0,0.0,0.0,,{'neutral': 1}
525055879545380864,0.16666666666666666,0.2886751345948129,0.0,0.5,0.19999999999999998,0.34641016151377546,"{'neutral': 2, 'positive': 1}"
525055967076290560,0.22705128205128206,0.38214377859827514,-0.375,0.85,0.5307692307692308,0.2806528561070164,"{'positive': 9, 'negative': 3, 'neutral': 1}"
525056022046851074,0.20733333333333331,0.3366534650877005,0.0,0.8,0.45666666666666667,0.4483921894453064,"{'positive': 3, 'neutral': 2}"
525056576038518785,0.019904100529100525,0.31974304205959997,-0.65,0.8,0.41990988756613756,0.3570270248178909,"{'neutral': 10, 'positive': 7, 'negative': 7}"
525057025785356288,-0.011517030423280424,0.2814321849343738,-1.0,0.5,0.3830183531746032,0.37799057637120514,"{'neutral': 13, 'negative': 6, 'positive': 5}"
525057374965739520,0.055056818181818186,0.20398025965261668,-0.3,0.5000000000000001,0.3180555555555556,0.22527405681391874,"{'positive': 5, 'neutral': 4, 'negative': 3}"
525057606151602176,0.0,0.0,0.0,0.0,0.0,0.0,{'neutral': 4}
525058578365698048,0.04,0.3062315754094894,-0.6,0.5,0.2,0.2581988897471611,"{'neutral': 7, 'positive': 2, 'negative': 1}"
525058633730891776,-0.07733974358974359,0.37259644609858955,-0.5,0.8,0.4573076923076923,0.36994715492337205,"{'negative': 6, 'positive': 5, 'neutral': 2}"
525058825909731328,0.20047428062133946,0.3078916927010254,-0.25,0.8,0.3997478991596639,0.3791177219530097,"{'neutral': 9, 'positive': 7, 'negative': 1}"
525058976376193024,0.059999999999999984,0.5378196723809943,-0.75,0.7,0.43,0.45771169965383235,"{'neutral': 2, 'positive': 2, 'negative': 1}"
525059193074487296,0.038842880147227976,0.20412197352184486,-0.4000000000000001,0.5,0.27608120542903153,0.30079582060822124,"{'neutral': 13, 'positive': 6, 'negative': 4}"
525059348574130176,-0.013863636363636364,0.07810405563409308,-0.24431818181818182,0.13636363636363635,0.12333333333333334,0.24557997436583426,"{'neutral': 12, 'negative': 2, 'positive': 1}"
525059810312847360,0.11196969696969697,0.2660596446057434,-0.4,0.6,0.2637310606060606,0.3453361428263885,"{'neutral': 13, 'positive': 7, 'negative': 2}"
525060022569422849,0.20797258297258298,0.30085865974063825,-0.5,0.8,0.5396825396825398,0.3568089267791333,"{'positive': 14, 'neutral': 5, 'negative': 2}"
525060425184858112,-0.04008264462809918,0.17568461892805312,-0.5,0.4,0.22954545454545452,0.3781720101542012,"{'neutral': 16, 'negative': 4, 'positive': 2}"
525061246702587904,-0.11000000000000001,0.2701851217221259,-0.5,0.2,0.47000000000000003,0.396232255123179,"{'neutral': 2, 'negative': 2, 'positive': 1}"
525061787860103169,0.04056122448979592,0.10731491287226273,0.0,0.2839285714285714,0.08302154195011337,0.21965435346111636,"{'neutral': 6, 'positive': 1}"
525062013551001600,0.007936507936507934,0.2787431637237967,-0.6,0.7,0.38769841269841265,0.35591840364458543,"{'neutral': 10, 'positive': 6, 'negative': 5}"
525062993898635264,-0.024868220015278848,0.3489365850883329,-1.0,0.5,0.3321409472880061,0.32027992422252766,"{'neutral': 9, 'positive': 5, 'negative': 3}"
525063393309630464,-0.011984126984126986,0.18521128608847526,-0.3333333333333333,0.35,0.5162103174603174,0.38033150647815633,"{'neutral': 6, 'negative': 5, 'positive': 4}"
525063740769972224,0.5,0.5,0.0,1.0,0.52,0.5019960159204454,"{'positive': 3, 'neutral': 2}"
525065123917221888,0.1433740917951444,0.20552486948334495,-0.22962962962962963,0.55,0.42102339181286547,0.32750439861117464,"{'positive': 10, 'neutral': 8, 'negative': 1}"
525065430713790465,-0.047664835164835155,0.2563540201391248,-0.5083333333333333,0.4000000000000001,0.42989926739926737,0.3211905859357488,"{'negative': 7, 'neutral': 4, 'positive': 2}"
525066628359127041,0.04742694805194806,0.22666746542634156,-0.33333333333333326,0.8,0.3521176046176046,0.33209399348981433,"{'neutral': 10, 'positive': 5, 'negative': 5}"
525066876058361856,-0.07222222222222223,0.2971542589208023,-1.0,0.45,0.2791666666666667,0.40712857486375015,"{'neutral': 12, 'negative': 4, 'positive': 2}"
525067386849091584,0.08402872260015118,0.15015070514639575,0.0,0.5,0.17180650037792894,0.30948927555087263,"{'neutral': 15, 'positive': 6}"
525067419635576834,0.0798611111111111,0.17576058263276043,-0.04583333333333334,0.425,0.24097222222222223,0.2754342110734061,"{'neutral': 4, 'positive': 2}"
525067500447612929,-0.03530844155844156,0.4506327366883825,-0.75,0.85,0.6110119047619048,0.4219334033421884,"{'negative': 6, 'positive': 4, 'neutral': 4}"
525068253341970432,-0.25,0.3535533905932738,-0.5,0.0,0.40625,0.5745242597140698,"{'negative': 1, 'neutral': 1}"
525068387899031552,-0.06592592592592593,0.5381924261781581,-1.0,1.0,0.43592592592592594,0.3653995461632003,"{'positive': 5, 'negative': 5, 'neutral': 5}"
525068915068923904,0.0,0.0,0.0,0.0,0.0,0.0,{'neutral': 4}
525069189447704576,0.25916666666666666,0.38867276784955784,-1.0,0.7,0.5091666666666667,0.3442287336243614,"{'positive': 13, 'neutral': 6, 'negative': 1}"
525069509342683137,0.3476190476190476,0.30910227706549626,0.0,0.8,0.383015873015873,0.2848242309383182,"{'positive': 4, 'neutral': 1}"
525069752566575104,-0.09871848739495798,0.32888157035361626,-1.0,0.25,0.3846428571428571,0.36433121992466055,"{'neutral': 8, 'negative': 5, 'positive': 4}"
525069912679923712,0.09030612244897959,0.24069363158477022,-0.16666666666666666,0.7,0.22732426303854877,0.3420068587389348,"{'neutral': 10, 'positive': 3, 'negative': 1}"
525070461936222208,0.35714285714285715,0.2439750182371333,0.0,0.5,0.45555555555555555,0.33351846710674743,"{'positive': 5, 'neutral': 2}"
525070811439579138,0.07500000000000001,0.15000000000000002,0.0,0.30000000000000004,0.21875,0.35903516540862673,"{'neutral': 3, 'positive': 1}"
525070912199335937,-0.34206349206349207,0.34153275217947615,-0.8,0.0,0.47380952380952385,0.3150333819550426,"{'negative': 4, 'neutral': 3}"
525070933556350977,0.022020202020202027,0.2911205431855463,-0.625,0.6333333333333333,0.36875,0.341905938896404,"{'neutral': 9, 'positive': 6, 'negative': 5}"
525071376084791297,-0.17959183673469387,0.23039889548961537,-0.6,0.2857142857142857,0.33767006802721095,0.3731292680980951,"{'negative': 11, 'positive': 2, 'neutral': 1}"
525071638464049152,0.12223274410774411,0.32824407510514464,-0.5,0.8,0.4811342592592593,0.30168779011403624,"{'neutral': 5, 'positive': 5, 'negative': 2}"
525071809226346496,0.0,,0.0,0.0,0.0,,{'neutral': 1}
525072912957452289,0.0884920634920635,0.2198717459249475,-0.17500000000000002,0.8,0.24947089947089948,0.3246277771688409,"{'neutral': 11, 'positive': 7, 'negative': 3}"
529590949136326656,0.16111111111111112,0.227845518382332,0.0,0.32222222222222224,0.24722222222222223,0.34962501958668185,"{'neutral': 1, 'positive': 1}"
529695075560071168,0.6666666666666666,0.5773502691896258,0.0,1.0,0.3666666666666667,0.11547005383792516,"{'positive': 2, 'neutral': 1}"
529755373721632768,0.0,,0.0,0.0,0.0,,{'neutral': 1}
529761572881985536,0.5428571428571429,,0.5428571428571429,0.5428571428571429,0.46785714285714286,,{'positive': 1}
535241189234982912,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535270217689993216,-0.2,,-0.2,-0.2,0.4,,{'negative': 1}
535342545283588096,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535386605666979840,0.4833333333333334,,0.4833333333333334,0.4833333333333334,0.725,,{'positive': 1}
535391478969675776,0.2,,0.2,0.2,0.1,,{'positive': 1}
535397927548878849,-0.1,,-0.1,-0.1,0.2,,{'negative': 1}
535415010361487360,-0.25,,-0.25,-0.25,0.45,,{'negative': 1}
535415869862473729,0.2,,0.2,0.2,0.1,,{'positive': 1}
535425236871544832,0.2,,0.2,0.2,0.1,,{'positive': 1}
535434467696189440,0.125,0.1767766952966369,0.0,0.25,0.6875,0.4419417382415922,"{'neutral': 1, 'positive': 1}"
535438499432771584,-0.5,,-0.5,-0.5,0.7,,{'negative': 1}
535439290667241472,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535440024930902017,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535449972913614848,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535450182142672897,0.265,0.3155550665097932,0.0,0.8,0.5483333333333333,0.26532474860484134,"{'positive': 4, 'neutral': 1}"
535450705134649345,-0.125,0.1767766952966369,-0.25,0.0,0.225,0.31819805153394637,"{'negative': 1, 'neutral': 1}"
535463053190778880,0.25,,0.25,0.25,0.25,,{'positive': 1}
535472483756154880,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535482306585042944,0.0,,0.0,0.0,0.0625,,{'neutral': 1}
535517405921804288,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535524640031256576,0.0,,0.0,0.0,0.125,,{'neutral': 1}
535552999624826882,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535556368552714240,0.4166666666666667,,0.4166666666666667,0.4166666666666667,0.5,,{'positive': 1}
535656301833895937,0.7,,0.7,0.7,0.6000000000000001,,{'positive': 1}
535708968837206016,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535711053686898689,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535721996391178242,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535772174053687297,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535792764135280640,0.0,,0.0,0.0,1.0,,{'neutral': 1}
535804563832315904,0.0,,0.0,0.0,1.0,,{'neutral': 1}
535818207542923265,0.25,,0.25,0.25,1.0,,{'positive': 1}
535822193150537728,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535828163402543104,0.05239583333333333,0.31741810514244806,-0.5,0.6,0.43822916666666667,0.4862282837807903,"{'neutral': 5, 'positive': 2, 'negative': 1}"
535919972439322624,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535926525422358528,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535936169196810240,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535942066694803456,0.25,0.3535533905932738,0.0,0.5,0.25,0.3535533905932738,"{'neutral': 1, 'positive': 1}"
535951209316642816,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535952893589725184,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535960367055118337,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535966185477931010,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535967306799538176,0.0,,0.0,0.0,0.0,,{'neutral': 1}
535986492879810560,0.0,,0.0,0.0,0.0,,{'neutral': 1}
536050365406253056,0.0,,0.0,0.0,0.0,,{'neutral': 1}
536127932918681602,0.0,,0.0,0.0,0.5,,{'neutral': 1}
536141476460507136,0.0,,0.0,0.0,1.0,,{'neutral': 1}
536223820131360769,-0.3,,-0.3,-0.3,0.6,,{'negative': 1}
536228944299958272,0.0,,0.0,0.0,0.0,,{'neutral': 1}
536323971239903234,0.21666666666666673,,0.21666666666666673,0.21666666666666673,0.6166666666666667,,{'positive': 1}
536333336353193985,0.0,,0.0,0.0,0.0,,{'neutral': 1}
536425735771414528,0.5,,0.5,0.5,0.5,,{'positive': 1}
536439239118831617,0.0,,0.0,0.0,0.0,,{'neutral': 1}
